year,state_name,ac_name,total_electors,total_valid_votes,turnout,margin,num_candidates,winner_vote_share,turnout_change,avg_turnout,turnout_volatility,low_turnout_score,negative_trend_score,volatility_score,large_electorate_penalty,priority_score
2011,West Bengal,Entally,194107,134953,69.53,47665,10,56.24,,69.28666666666668,1.5295860006332889,0.3551956098424498,0.0,0.028412774377661213,0.07871895805799844,0.155632694618312
2016,West Bengal,Entally,206471,145936,70.68,33171,10,51.97,1.1500000000000057,69.28666666666668,1.5295860006332889,0.3551956098424498,0.0,0.028412774377661213,0.08380926102097022,0.1561417249146092
2021,West Bengal,Entally,231890,156874,67.65,58257,15,64.83,-3.030000000000001,69.28666666666668,1.5295860006332889,0.3551956098424498,0.03191489361702129,0.028412774377661213,0.0942743541150967,0.16676270230912824
2011,West Bengal,Falakata,189459,164026,86.58,59927,5,47.44,,86.53666666666668,0.6161439225808564,0.12617277394229043,0.0,0.011445161141125074,0.027282840885734606,0.05548642589371464
2016,West Bengal,Falakata,227176,197940,87.13,39169,7,43.77,0.5499999999999972,86.53666666666668,0.6161439225808564,0.12617277394229043,0.0,0.011445161141125074,0.03279878476119896,0.05603802028126108
2021,West Bengal,Falakata,256693,220500,85.9,88231,8,46.71,-1.2299999999999898,86.53666666666668,0.6161439225808564,0.12617277394229043,0.012955550874236253,0.011445161141125074,0.03711551502532605,0.06035635856994467
2011,West Bengal,Falta,182605,156375,85.64,53906,5,55.61,,87.15333333333335,1.4905479976617155,0.11798548415648757,0.0,0.027687625239184166,0.02457514666936152,0.055189233377368016
2016,West Bengal,Falta,212340,188183,88.62,55038,7,50.15,2.980000000000004,87.15333333333335,1.4905479976617155,0.11798548415648757,0.0,0.027687625239184166,0.028641579166751432,0.05559587662710701
2021,West Bengal,Falta,238454,207932,87.2,68953,10,56.35,-1.4200000000000017,87.15333333333335,1.4905479976617155,0.11798548415648757,0.01495681483041923,0.027687625239184166,0.0322128190603731,0.06044004506559494
2011,West Bengal,Farakka,153081,136127,88.92,22782,8,38.77,,85.18333333333334,3.64384869792001,0.14414055585059293,0.0,0.06768619147760957,0.02509034670224434,0.07370249530598354
2016,West Bengal,Farakka,192011,163198,84.99,39195,6,51.05,-3.930000000000007,85.18333333333334,3.64384869792001,0.14414055585059293,0.04139456498841381,0.06768619147760957,0.031594453170734005,0.08677127544935664
2021,West Bengal,Farakka,228348,186424,81.64,59945,6,54.89,-3.3499999999999943,85.18333333333334,3.64384869792001,0.14414055585059293,0.03528544343796076,0.06768619147760957,0.03766534237560194,0.08554562790470752
2011,West Bengal,Gaighata,186186,164598,88.41,62600,6,55.58,,86.12333333333333,2.2367908559660545,0.1316604708798016,0.0,0.041549434876016395,0.02796998702259042,0.06377107402938297
2016,West Bengal,Gaighata,224311,192949,86.02,35444,7,48.62,-2.3900000000000006,86.12333333333333,2.2367908559660545,0.1316604708798016,0.025173793975142203,0.041549434876016395,0.033788102032445505,0.07190502372291113
2021,West Bengal,Gaighata,254042,213243,83.94,76392,8,47.27,-2.0799999999999983,86.12333333333333,2.2367908559660545,0.1316604708798016,0.021908573836106997,0.041549434876016395,0.03832523979921276,0.0713791714578773
2011,West Bengal,Galsi,204589,182112,89.01,72558,3,50.59,,88.7825,3.1460173235378126,0.09635554965480608,0.0,0.05843874117891042,0.022525133738237633,0.052482481471528286
2014,West Bengal,Galsi,204589,190572,93.15,34857,4,40.82,4.140000000000001,88.7825,3.1460173235378126,0.09635554965480608,0.0,0.05843874117891042,0.022525133738237633,0.052482481471528286
2016,West Bengal,Galsi,236847,204997,86.55,62997,3,46.44,-6.6000000000000085,88.7825,3.1460173235378126,0.09635554965480608,0.06951759005687812,0.05843874117891042,0.026127859593546996,0.07369803107412266
2021,West Bengal,Galsi,257507,222538,86.42,73222,4,49.21,-0.12999999999999545,88.7825,3.1460173235378126,0.09635554965480608,0.0013692858647566407,0.05843874117891042,0.02843526600965127,0.05348428045809664
2011,West Bengal,Gangarampur,159575,143219,89.75,60566,9,45.85,,86.86333333333334,3.0981499856096884,0.1218357231368381,0.0,0.05754958301974319,0.022124848541252656,0.06245669071280915
2016,West Bengal,Gangarampur,198724,173378,87.25,52064,6,46.37,-2.5,86.86333333333334,3.0981499856096884,0.1218357231368381,0.026332420476090163,0.05754958301974319,0.027653412829101075,0.07090927328442104
2021,West Bengal,Gangarampur,226680,189482,83.59,71859,6,46.82,-3.6599999999999966,86.86333333333334,3.0981499856096884,0.1218357231368381,0.038550663576995964,0.05754958301974319,0.03160131809439752,0.07496953674122242
2011,West Bengal,Garbeta,176796,164757,93.19,63244,3,52.23,,90.99333333333334,2.015250191250041,0.06700300938219139,0.0,0.03743421355505304,0.013504887078570085,0.03563853517174417
2016,West Bengal,Garbeta,207311,187735,90.56,61157,4,58.86,-2.6299999999999955,90.99333333333334,2.015250191250041,0.06700300938219139,0.0277017063408468,0.03743421355505304,0.01587475820089064,0.04418603418623027
2021,West Bengal,Garbeta,232747,207681,89.23,61314,5,45.71,-1.3299999999999983,90.99333333333334,2.015250191250041,0.06700300938219139,0.014008847693279949,0.03743421355505304,0.017850181496559838,0.040275718921527134
2011,West Bengal,Gazole,186960,161941,86.62,60556,8,46.1,,84.58999999999999,2.154228400147027,0.15201805629314924,0.0,0.04001579869715465,0.03243113890889309,0.07205349614757994
2016,West Bengal,Gazole,233833,198327,84.82,36579,12,43.34,-1.8000000000000114,84.58999999999999,2.154228400147027,0.15201805629314924,0.018959342742785035,0.04001579869715465,0.04069028163760905,0.07856721324328705
2021,West Bengal,Gazole,268691,221214,82.33,84907,8,45.5,-2.489999999999995,84.58999999999999,2.154228400147027,0.15201805629314924,0.02622709079418575,0.04001579869715465,0.04683235057361872,0.08136174455230823
2011,West Bengal,Ghatal,224916,194001,86.25,80494,4,52.24,,83.40666666666667,3.2722214676475248,0.1677288015577978,0.0,0.06078304210127141,0.04316195808667882,0.08356432485204127
2016,West Bengal,Ghatal,257163,216371,84.14,77735,5,49.77,-2.1099999999999994,83.40666666666667,3.2722214676475248,0.1677288015577978,0.022224562881820092,0.06078304210127141,0.04943118525647654,0.09085861643356707
2021,West Bengal,Ghatal,282318,225375,79.83,94681,5,46.95,-4.310000000000002,83.40666666666667,3.2722214676475248,0.1677288015577978,0.045397092900779465,0.06078304210127141,0.0543216373746972,0.09829942065107694
2011,West Bengal,Goalpokhar,170180,124995,73.45,40944,6,49.05,,73.12,1.3848104563441161,0.3043016463090811,0.0,0.025723501022917983,0.059000403581121026,0.13276539908632812
2016,West Bengal,Goalpokhar,198786,147717,74.31,40155,7,43.91,0.8599999999999994,73.12,1.3848104563441161,0.3043016463090811,0.0,0.025723501022917983,0.06909010888756995,0.13377436961697303
2021,West Bengal,Goalpokhar,225607,161535,71.6,73514,7,65.4,-2.710000000000008,73.12,1.3848104563441161,0.3043016463090811,0.028544343796081822,0.025723501022917983,0.07855022166196224,0.1432836840332368
2011,West Bengal,Goghat,193452,176420,91.2,74592,3,49.04,,89.47000000000001,1.4996332885075587,0.0872278279341474,0.0,0.027856388760065957,0.01926533204117541,0.0423889421297897
2016,West Bengal,Goghat,224139,198462,88.54,53063,3,51.88,-2.6599999999999966,89.47000000000001,1.4996332885075587,0.0872278279341474,0.028017695386559897,0.027856388760065957,0.022367937391782864,0.051104511280818415
2021,West Bengal,Goghat,247597,219545,88.67,83702,4,46.56,0.12999999999999545,89.47000000000001,1.4996332885075587,0.0872278279341474,0.0,0.027856388760065957,0.024739655588887497,0.042936374484560905
2011,West Bengal,Gopiballavpur,177748,158844,89.36,52115,4,56.7,,87.94666666666666,1.3221699336066206,0.10745264648610375,0.0,0.024559924055880932,0.021776340339122204,0.050070677439529906
2016,West Bengal,Gopiballavpur,206002,180736,87.74,49558,6,55.51,-1.6200000000000045,87.94666666666666,1.3221699336066206,0.10745264648610375,0.017063408468506472,0.024559924055880932,0.02529529849577361,0.055541595795747
2021,West Bengal,Gopiballavpur,229501,199070,86.74,74528,9,52.3,-1.0,87.94666666666666,1.3221699336066206,0.10745264648610375,0.010532968190436065,0.024559924055880932,0.02822203445256385,0.05387513730800489
2011,West Bengal,Gosaba,180768,154586,85.52,64084,5,51.0,,84.89,0.5729746940310629,0.1480350504514072,0.0,0.01064327255798222,0.0305189548412732,0.06439457017628664
2016,West Bengal,Gosaba,211897,179578,84.75,59541,7,50.52,-0.769999999999996,84.89,0.5729746940310629,0.1480350504514072,0.008110385506635728,0.01064327255798222,0.03586025237902111,0.06736181558205215
2021,West Bengal,Gosaba,231999,195808,84.4,77143,5,53.99,-0.3499999999999943,84.89,0.5729746940310629,0.1480350504514072,0.003686538866652563,0.01064327255798222,0.039309472177402306,0.06637958356989532
2011,West Bengal,Habibpur,187000,157662,84.31,25394,5,37.6,,82.0,2.6944572737380676,0.18640467339352085,0.0,0.05005080234604085,0.039775733243681936,0.08854960315098472
2016,West Bengal,Habibpur,223084,184369,82.65,37901,9,34.76,-1.6599999999999966,82.0,2.6944572737380676,0.18640467339352085,0.01748472719612383,0.05005080234604085,0.04757203277417156,0.09457465126287082
2021,West Bengal,Habibpur,250492,197989,79.04,60753,10,47.52,-3.6099999999999994,82.0,2.6944572737380676,0.18640467339352085,0.03802401516747419,0.05005080234604085,0.05349379803111813,0.10132861417997058
2011,West Bengal,Habra,180458,156753,86.86,55283,6,55.0,,85.37333333333333,1.4513901382238155,0.14161798548415638,0.0,0.026960249710864356,0.029145124746627518,0.06495375661049818
2016,West Bengal,Habra,219299,187056,85.3,45947,7,54.31,-1.5600000000000023,85.37333333333333,1.4513901382238155,0.14161798548415638,0.016431430377080284,0.026960249710864356,0.03552079519214696,0.07052075276817421
2021,West Bengal,Habra,243176,204171,83.96,64698,7,44.34,-1.3400000000000034,85.37333333333333,1.4513901382238155,0.14161798548415638,0.014114177375184363,0.026960249710864356,0.03944015574485332,0.07021751292287606
2011,West Bengal,Haldia,188653,174469,92.48,73009,5,51.34,,90.14,2.4918266392347643,0.078332448220924,0.0,0.04628684366848953,0.016864956690136393,0.04227684369108115
2016,West Bengal,Haldia,223370,201981,90.42,66366,6,50.17,-2.0600000000000023,90.14,2.4918266392347643,0.078332448220924,0.021697914472298317,0.04628684366848953,0.020017063573142306,0.04910142872107124
2021,West Bengal,Haldia,252311,220823,87.52,66430,5,47.15,-2.9000000000000057,90.14,2.4918266392347643,0.078332448220924,0.03054560775226465,0.04628684366848953,0.022644742384706498,0.052018504586217554
2011,West Bengal,Hansan,181254,157021,86.63,26452,8,46.73,,85.11,1.3182184947875681,0.14511417950079653,0.0,0.024486524234238746,0.029998532492723304,0.0659428298964387
2016,West Bengal,Hansan,219714,185473,84.42,68803,9,49.94,-2.2099999999999937,85.11,1.3182184947875681,0.14511417950079653,0.02327785970086364,0.024486524234238746,0.0364675179688665,0.07357308635431209
2021,West Bengal,Hansan,249888,210606,84.28,50613,5,51.42,-0.14000000000000057,85.11,1.3182184947875681,0.14511417950079653,0.001474615546661055,0.024486524234238746,0.04154279534164716,0.0675396408453294
2011,West Bengal,Hariharpara,181557,163919,90.29,40399,7,35.56,,87.94,2.035902748168495,0.10754115772703132,0.0,0.03781784444589728,0.022269069287376965,0.052806938908729686
2016,West Bengal,Hariharpara,218299,189291,86.71,33663,9,37.77,-3.5800000000000125,87.94,2.035902748168495,0.10754115772703132,0.037708026121761246,0.03781784444589728,0.02684895400107785,0.06457733521662815
2021,West Bengal,Hariharpara,248876,216075,86.82,70216,11,47.51,0.10999999999999943,87.94,2.035902748168495,0.10754115772703132,0.0,0.03781784444589728,0.03066037240211296,0.053646069220203284
2011,West Bengal,Haringhata,187807,168580,89.76,61583,5,49.45,,88.05,1.482329248176668,0.10608072225172593,0.0,0.027534958128810186,0.02273513152945465,0.05021279367939788
2016,West Bengal,Haringhata,219310,191359,87.26,57388,7,49.4,-2.5,88.05,1.482329248176668,0.10608072225172593,0.026332420476090163,0.027534958128810186,0.026608648176412297,0.058499871486920686
2021,West Bengal,Haringhata,242022,210874,87.13,57666,9,46.31,-0.13000000000000966,88.05,1.482329248176668,0.10608072225172593,0.0013692858647567903,0.027534958128810186,0.029401249201257616,0.05129019120600521
2011,West Bengal,Haripal,214029,182775,85.4,71898,5,53.7,,83.79333333333334,2.060687587513779,0.162595149583997,0.0,0.03827823441286389,0.039789116328469064,0.07667261834901849
2016,West Bengal,Haripal,246588,208398,84.51,68300,6,53.22,-0.8900000000000006,83.79333333333334,2.060687587513779,0.162595149583997,0.009374341689488103,0.03827823441286389,0.04592526239614757,0.08009853546263278
2021,West Bengal,Haripal,270988,220774,81.47,71348,5,49.92,-3.0400000000000063,83.79333333333334,2.060687587513779,0.162595149583997,0.032020223298925704,0.03827823441286389,0.05052374404642416,0.08735214811049172
2011,West Bengal,Harirampur,162532,137219,84.43,50993,8,47.44,,83.64666666666666,1.7701506527223354,0.1645423968844043,0.0,0.03288137514951499,0.030444155904360833,0.07543764937410082
2016,West Bengal,Harirampur,196518,166816,84.89,47098,7,42.83,0.45999999999999375,83.64666666666666,1.7701506527223354,0.1645423968844043,0.0,0.03288137514951499,0.03692594533081238,0.07608582831674597
2021,West Bengal,Harirampur,229897,187642,81.62,61015,8,51.23,-3.269999999999996,83.64666666666666,1.7701506527223354,0.1645423968844043,0.034442805982725894,0.03288137514951499,0.04329196808328475,0.08705527238681098
2011,West Bengal,Harischandrapur,160562,134263,83.62,53545,6,46.19,,81.24333333333334,2.0584055317972085,0.1964506992388032,0.0,0.038235844162060516,0.035899354318178506,0.08981738395975124
2016,West Bengal,Harischandrapur,214992,172048,80.03,22429,8,34.9,-3.5900000000000034,81.24333333333334,2.0584055317972085,0.1964506992388032,0.03781335580366551,0.038235844162060516,0.048293282032207965,0.10240078347225384
2021,West Bengal,Harischandrapur,253687,203153,80.08,77473,8,60.31,0.04999999999999716,81.24333333333334,2.0584055317972085,0.1964506992388032,0.0,0.038235844162060516,0.05710428759705033,0.09193787728763843
2011,West Bengal,Haroa,186630,167678,89.85,68094,6,45.7,,88.01333333333332,1.6214910833345109,0.10656753407682784,0.0,0.030119954214472597,0.022694080025638223,0.05092041247618948
2016,West Bengal,Haroa,231183,200622,86.78,59516,4,56.33,-3.069999999999993,88.01333333333332,1.6214910833345109,0.10656753407682784,0.03233621234463865,0.030119954214472597,0.028197325877516888,0.061171600764768935
2021,West Bengal,Haroa,260147,227395,87.41,80978,6,57.34,0.6299999999999955,88.01333333333332,1.6214910833345109,0.10656753407682784,0.0,0.030119954214472597,0.03177499770329323,0.05182850424395498
2011,West Bengal,Hemtabad,185015,157239,84.99,35704,8,45.51,,84.83,0.2858321185591296,0.14883165161975564,0.0,0.005309465104379247,0.03141582911786936,0.06373613658056505
2016,West Bengal,Hemtabad,232634,197736,85.0,38358,7,40.67,0.010000000000005116,84.83,0.2858321185591296,0.14883165161975564,0.0,0.005309465104379247,0.03963054633299542,0.06455760830207766
2021,West Bengal,Hemtabad,264261,223301,84.5,79757,8,52.14,-0.5,84.83,0.2858321185591296,0.14883165161975564,0.005266484095218032,0.005309465104379247,0.04508649587756359,0.06668314848509987
2011,West Bengal,Hingalganj,185015,158987,85.93,64193,7,45.75,,84.86,0.9289241088485081,0.14843335103558142,0.0,0.017255199189686057,0.03133175464208558,0.06595755571637835
2016,West Bengal,Hingalganj,212172,178771,84.26,50122,5,53.0,-1.6700000000000017,84.86,0.9289241088485081,0.14843335103558142,0.017590056878028247,0.017255199189686057,0.03600405044417946,0.0717018023599962
2021,West Bengal,Hingalganj,230692,194681,84.39,73782,6,53.78,0.12999999999999545,84.86,0.9289241088485081,0.14843335103558142,0.0,0.017255199189686057,0.039190371402119534,0.06674341739238174
2011,West Bengal,Howrah Dakshin,234521,180271,76.87,65388,10,56.06,,74.68,1.89770914525909,0.28359001593202315,0.0,0.03525083372647688,0.07613395914919038,0.12809956903302366
2016,West Bengal,Howrah Dakshin,266645,196038,73.52,61218,10,47.79,-3.3500000000000085,74.68,1.89770914525909,0.28359001593202315,0.03528544343796091,0.03525083372647688,0.0866933192294461,0.13974113807243752
2021,West Bengal,Howrah Dakshin,294555,216940,73.65,50569,12,53.86,0.13000000000000966,74.68,1.89770914525909,0.28359001593202315,0.0,0.03525083372647688,0.09586751110592281,0.13007292422869693
2011,West Bengal,Howrah Madhya,224536,166242,74.04,50670,8,62.07,,72.95666666666666,1.1557825631723933,0.30647017171180735,0.0,0.021469200936368383,0.07872954159953369,0.13475486303195
2016,West Bengal,Howrah Madhya,245161,175876,71.74,52994,12,52.2,-2.3000000000000114,72.95666666666666,1.1557825631723933,0.30647017171180735,0.02422582683800307,0.021469200936368383,0.08605608648244942,0.1427552655716425
2021,West Bengal,Howrah Madhya,266991,195144,73.09,52065,13,57.16,1.3500000000000085,72.95666666666666,1.1557825631723933,0.30647017171180735,0.0,0.021469200936368383,0.09381067919973674,0.1362629767919703
2011,West Bengal,Howrah Uttar,172171,124794,72.48,25364,11,49.25,,69.60000000000001,2.5056735621385333,0.3510355815188527,0.0,0.046544056728838386,0.06887164910292444,0.15661020886360122
2016,West Bengal,Howrah Uttar,198230,134646,67.92,30270,15,45.99,-4.560000000000002,69.60000000000001,2.5056735621385333,0.3510355815188527,0.04803033494838848,0.046544056728838386,0.0794745799989237,0.1720796024377177
2021,West Bengal,Howrah Uttar,218888,149720,68.4,57920,13,47.81,0.480000000000004,69.60000000000001,2.5056735621385333,0.3510355815188527,0.0,0.046544056728838386,0.08787994269317724,0.1585110382226265
2011,West Bengal,Indus,188746,174492,92.45,74265,3,49.05,,90.61,1.6272983746074376,0.07209240573552833,0.0,0.030227827362248997,0.015529248314917782,0.03643545259815291
2016,West Bengal,Indus,219065,197205,90.02,59857,5,48.14,-2.430000000000007,90.61,1.6272983746074376,0.07209240573552833,0.02559511270275971,0.030227827362248997,0.018062751396352508,0.0443673367171243
2021,West Bengal,Indus,244463,218453,89.36,85097,3,48.04,-0.6599999999999966,90.61,1.6272983746074376,0.07209240573552833,0.006951759005687767,0.030227827362248997,0.020185048017688275,0.03898656027013629
2011,West Bengal,Islampur,150195,118907,79.17,17184,6,41.48,,78.40666666666667,1.4897091438711578,0.2341122322534961,0.0,0.027672043138225414,0.03996845514305449,0.10317614704334896
2016,West Bengal,Islampur,188269,149404,79.36,39173,8,43.88,0.18999999999999773,78.40666666666667,1.4897091438711578,0.2341122322534961,0.0,0.027672043138225414,0.05030010447068929,0.10420931197611244
2021,West Bengal,Islampur,221637,169974,76.69,59230,5,58.91,-2.6700000000000017,78.40666666666667,1.4897091438711578,0.2341122322534961,0.028123025068464313,0.027672043138225414,0.05935474739668913,0.11355168378925173
2011,West Bengal,Itahar,164111,140402,85.55,37852,8,43.95,,84.41,0.9923205127376947,0.15440785979819427,0.0,0.01843281700216131,0.02885162939554342,0.06833487025926432
2016,West Bengal,Itahar,202219,169347,83.74,62261,5,52.26,-1.8100000000000023,84.41,0.9923205127376947,0.15440785979819427,0.019064672424689302,0.01843281700216131,0.03567191569207749,0.07473630061632451
2021,West Bengal,Itahar,231100,193986,83.94,65762,8,59.1,0.20000000000000284,84.41,0.9923205127376947,0.15440785979819427,0.0,0.01843281700216131,0.04084082218232103,0.06953378953794208
2011,West Bengal,Jadavpur,253932,197492,77.77,84539,13,52.65,,74.51,3.26,0.285847052575677,0.0,0.060556022631500346,0.08317119281221477,0.13476714483779234
2016,West Bengal,Jadavpur,273803,204017,74.51,70113,9,48.51,-3.259999999999991,74.51,3.26,0.285847052575677,0.03433747630082148,0.060556022631500346,0.08975489969898245,0.14572675841671556
2021,West Bengal,Jadavpur,302342,215419,71.25,50409,11,45.54,-3.260000000000005,74.51,3.26,0.285847052575677,0.03433747630082162,0.060556022631500346,0.09921050892053462,0.14667231933887084
2011,West Bengal,Jagatballavpur,225661,189311,83.89,69239,8,54.19,,82.74666666666667,1.1983460824542074,0.1764914144096299,0.0,0.022259838186952995,0.04556926140445268,0.07960545954168784
2016,West Bengal,Jagatballavpur,256154,212212,82.85,58602,9,48.7,-1.0400000000000063,82.74666666666667,1.1983460824542074,0.1764914144096299,0.010954286918053573,0.022259838186952995,0.05180719551204963,0.0835155390278636
2021,West Bengal,Jagatballavpur,289228,235721,81.5,62004,5,49.45,-1.3499999999999943,82.74666666666667,1.1983460824542074,0.1764914144096299,0.014219507057088628,0.022259838186952995,0.058573123189702266,0.08517169783733938
2011,West Bengal,Jagatdal,172874,146910,84.98,46080,7,58.8,,80.47,4.108612904618788,0.20671800318640465,0.0,0.0763194036920766,0.04072561217507029,0.10202364323048421
2016,West Bengal,Jagatdal,208153,165461,79.49,27967,7,46.36,-5.490000000000009,80.47,4.108612904618788,0.20671800318640465,0.05782599536549409,0.0763194036920766,0.049178626659534055,0.12021674328857881
2021,West Bengal,Jagatdal,235621,181287,76.94,51918,12,48.01,-2.549999999999997,80.47,4.108612904618788,0.20671800318640465,0.026859068885611938,0.0763194036920766,0.05576008877181758,0.11158481155584252
2011,West Bengal,Jalangi,192844,171834,89.11,37861,9,49.55,,85.84333333333332,2.8493742002996636,0.13537794299876094,0.0,0.052928456613177806,0.02980446909424634,0.06771731543156458
2016,West Bengal,Jalangi,228358,191526,83.87,56933,12,50.25,-5.239999999999995,85.84333333333332,2.8493742002996636,0.13537794299876094,0.05519275331788493,0.052928456613177806,0.035377154760314916,0.08483240999353692
2021,West Bengal,Jalangi,262764,222167,84.55,79276,10,55.74,0.6799999999999926,85.84333333333332,2.8493742002996636,0.13537794299876094,0.0,0.052928456613177806,0.04077597840808073,0.06881446636294802
2011,West Bengal,Jalpaiguri,208102,177363,85.23,69114,7,48.64,,85.2,0.9453570753953262,0.14391927774827395,0.0,0.01756044921855471,0.034230176616745045,0.06450281860469503
2016,West Bengal,Jalpaiguri,241740,208216,86.13,73367,5,45.41,0.8999999999999915,85.2,0.9453570753953262,0.14391927774827395,0.0,0.01756044921855471,0.039841511430115883,0.06506395208603212
2021,West Bengal,Jalpaiguri,268201,225933,84.24,70499,10,42.34,-1.8900000000000006,85.2,0.9453570753953262,0.14391927774827395,0.01990730987992417,0.01756044921855471,0.044255612461586415,0.07147755515315642
2011,West Bengal,Jamalpur,188058,173255,92.13,78789,6,48.73,,89.30666666666666,2.544687276136956,0.08939635333687379,0.0,0.04726875468829463,0.019185359776499145,0.047130828250058356
2016,West Bengal,Jamalpur,216698,191986,88.6,68974,6,44.53,-3.530000000000001,89.30666666666666,2.544687276136956,0.08939635333687379,0.037181377712239325,0.04726875468829463,0.0221529905271118,0.05858200463879142
2021,West Bengal,Jamalpur,237057,206690,87.19,55730,6,46.93,-1.4099999999999966,89.30666666666666,2.544687276136956,0.08939635333687379,0.014851485148514816,0.04726875468829463,0.02426255737249319,0.05209399355421221
2011,West Bengal,Jamuria,175316,137095,78.2,52392,3,52.82,,77.01333333333334,1.8848165251114817,0.252611081607364,0.0,0.03501134728554501,0.050482044312102105,0.1130949065312648
2016,West Bengal,Jamuria,199103,155293,78.0,37417,5,43.28,-0.20000000000000284,77.01333333333334,1.8848165251114817,0.252611081607364,0.002106593638087243,0.03501134728554501,0.05744685179680139,0.11442336537116092
2021,West Bengal,Jamuria,222745,166703,74.84,38133,6,42.59,-3.1599999999999966,77.01333333333334,1.8848165251114817,0.252611081607364,0.03328417948177793,0.03501134728554501,0.06436920344069344,0.12446887628865733
2011,West Bengal,Jangipara,203459,172409,84.74,68394,7,50.54,,83.18666666666667,1.6882041740658436,0.17064967250840846,0.0,0.03135918103414864,0.03966943349482218,0.07849864855967532
2016,West Bengal,Jangipara,234350,195515,83.43,62003,5,50.8,-1.309999999999988,83.18666666666667,1.6882041740658436,0.17064967250840846,0.01379818832947112,0.03135918103414864,0.045779620077498015,0.08324912371678424
2021,West Bengal,Jangipara,258521,210411,81.39,66203,7,48.42,-2.0400000000000063,83.18666666666667,1.6882041740658436,0.17064967250840846,0.021487255108489638,0.03135918103414864,0.05056060223702207,0.0860339419664422
2011,West Bengal,Jangipur,171691,146904,85.56,50559,4,46.76,,84.655,1.2798632739476528,0.15115507169410503,0.0,0.023774058092760796,0.029571868297312193,0.0681740271259254
2016,West Bengal,Jangipur,214445,179588,83.75,20633,11,37.23,-1.8100000000000023,84.655,1.2798632739476528,0.15115507169410503,0.019064672424689302,0.023774058092760796,0.03706246684567957,0.07464248870816892
2011,West Bengal,Jaqynagar,174871,144940,82.88,31147,6,49.38,,83.75999999999999,0.7830708780180764,0.1630377057886352,0.0,0.014545907304089414,0.03249751972348087,0.07137401574862004
2016,West Bengal,Jaqynagar,211270,178269,84.38,21342,10,36.23,1.5,83.75999999999999,0.7830708780180764,0.1630377057886352,0.0,0.014545907304089414,0.03937603258010441,0.0720618670342824
2021,West Bengal,Jaqynagar,240931,202431,84.02,48901,9,51.85,-0.35999999999999943,83.75999999999999,0.7830708780180764,0.1630377057886352,0.0037918685485569775,0.014545907304089414,0.04498122969651725,0.07375994731049078
2011,West Bengal,Jhargram,184398,155520,84.34,34154,5,44.67,,84.36,0.06244997998398834,0.15507169410515131,0.0,0.0011600375463948287,0.032622095089308245,0.06552289466027032
2016,West Bengal,Jhargram,214133,180537,84.31,55228,8,54.97,-0.030000000000001137,84.36,0.06244997998398834,0.15507169410515131,0.00031598904571309393,0.0011600375463948287,0.03796672354799328,0.06615215421985275
2021,West Bengal,Jhargram,239011,201797,84.43,60823,10,54.26,0.12000000000000455,84.36,0.06244997998398834,0.15507169410515131,0.0,0.0011600375463948287,0.04243834509819224,0.06650451966115872
2011,West Bengal,Jorasanko,203439,113419,55.75,31509,14,51.11,,53.10333333333333,3.0028708485936115,0.5700566471941937,0.0,0.05577972854813111,0.1325028568606376,0.25242889027336746
2016,West Bengal,Jorasanko,194757,104630,53.72,22837,11,42.79,-2.030000000000001,53.10333333333333,3.0028708485936115,0.5700566471941937,0.021381925426585225,0.05577972854813111,0.12676625325895183,0.25826980754117446
2021,West Bengal,Jorasanko,198545,98955,49.84,34611,10,52.67,-3.8799999999999955,53.10333333333333,3.0028708485936115,0.5700566471941937,0.04086791657889188,0.05577972854813111,0.12926916208677786,0.2643658957696491
2011,West Bengal,Joypur,189809,149606,78.82,27522,10,41.48,,80.48333333333333,1.5993852985861052,0.2065409807045494,0.0,0.02970932893793532,0.04474496781043761,0.09303275485045061
2016,West Bengal,Joypur,218701,179352,82.01,68052,8,47.41,3.190000000000012,80.48333333333333,1.5993852985861052,0.2065409807045494,0.0,0.02970932893793532,0.05166169882340764,0.09372442795174761
2021,West Bengal,Joypur,251509,202767,80.62,26751,10,36.68,-1.3900000000000006,80.48333333333333,1.5993852985861052,0.2065409807045494,0.014640825784706137,0.02970932893793532,0.05951591836769397,0.09890209764158808
2011,West Bengal,Kakdwip,180377,164159,91.01,70651,5,51.46,,89.73,1.3440238093129238,0.08377588953797122,0.0,0.02496587000430329,0.017233297452520634,0.040226859561301204
2016,West Bengal,Kakdwip,217094,195053,89.85,73231,6,53.7,-1.1600000000000108,89.73,1.3440238093129238,0.08377588953797122,0.012218243100905949,0.02496587000430329,0.020798656592019037,0.044248868405522834
2021,West Bengal,Kakdwip,248609,219597,88.33,76957,5,52.14,-1.519999999999996,89.73,1.3440238093129238,0.08377588953797122,0.016010111649462776,0.02496587000430329,0.023858881917652727,0.04569245150265325
2011,West Bengal,Kalchini,182539,154569,84.68,24801,6,30.05,,81.54,3.005511603704108,0.1925119490175251,0.0,0.05582878180771254,0.04008350541383342,0.09217888650993589
2016,West Bengal,Kalchini,218280,177356,81.25,46330,12,34.99,-3.430000000000007,81.54,3.005511603704108,0.1925119490175251,0.036128080893195774,0.05582878180771254,0.048058702713890865,0.10381483050790037
2021,West Bengal,Kalchini,248843,195815,78.69,69046,11,52.65,-2.5600000000000023,81.54,3.005511603704108,0.1925119490175251,0.02696439856751635,0.05582878180771254,0.054878488256591286,0.10174770436446659
